source_type,korgau_id,event_time,event_date,year,month,day,hour,day_of_week,is_weekend,organization,region,location,observer_name,observation_type_raw,observation_type,observation_category,potential_consequences,measures_taken,encouragement_actions,reported_to_whom,work_stopped_flag,discussed_with_person_flag,reported_to_responsible_flag,hazard_eliminated_flag,signal_text,is_risk_signal,is_good_practice,has_potential_consequence_text,has_measures_text,has_report_target_text
,1183,1965-03-29 13:28:00,1965-03-29,1965.0,3.0,29.0,13.0,0.0,0,"ТОО ""Изумрудный Папоротник""",,,Флоров Георгин Лилиевич,Небезопасное поведение,unsafe_behavior,Работы на высоте / Строительные леса,Работа на высоте не применили монтажный пояс,Обьеснительные работы были проведены,Замечание зделали,Ответственному мастеру,1,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Работы на высоте / Строительные леса | Организация: ТОО ""Изумрудный Папоротник"" | Последствия или преимущества: Работа на высоте не применили монтажный пояс | Меры: Обьеснительные работы были проведены | Остановка работ: True | Поощрение хорошей практики: Замечание зделали | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ответственному мастеру | Опасность устранена: True",1,0,1,1,1
,4574,2025-09-15 14:45:00,2025-09-15,2025.0,9.0,15.0,14.0,0.0,0,"ТОО ""Весенний Крокус""",,,Нарциссов Гортензий Мелиссович,Небезопасное условие,unsafe_condition,"Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",грязная сумка противогаза,сообщила нач участка,Нет данных,Нижников А.Ю.,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Весенний Крокус"" | Последствия или преимущества: грязная сумка противогаза | Меры: сообщила нач участка | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нижников А.Ю. | Опасность устранена: True",1,0,1,1,1
,4364,2025-09-15 14:53:00,2025-09-15,2025.0,9.0,15.0,14.0,0.0,0,"ТОО ""Серебряный Лотос""",,,Пионов Ирис Лотосович,Предложение (инициатива),other,Поддержание чистоты и порядка,"Жол құрлыс техникаларын жөндейтін боксының алдына үйінді құм жиналған, техника күшімен тегістеу керек",Ескерттім,Орындалғасын алғыс айтты,Механикке тапсырма берілді,0,1,0,1,"Тип наблюдения: Предложение (инициатива) | Категория: Поддержание чистоты и порядка | Организация: ТОО ""Серебряный Лотос"" | Последствия или преимущества: Жол құрлыс техникаларын жөндейтін боксының алдына үйінді құм жиналған, техника күшімен тегістеу керек | Меры: Ескерттім | Остановка работ: False | Поощрение хорошей практики: Орындалғасын алғыс айтты | Обсудили с наблюдаемым: True | Сообщили ответственному: False | Кому сообщили: Механикке тапсырма берілді | Опасность устранена: True",0,0,1,1,1
,4363,2025-09-15 14:56:00,2025-09-15,2025.0,9.0,15.0,14.0,0.0,0,"ТОО ""Дикая Ромашка""",,,Астров Маргарит Тюльпанович,Хорошая практика,good_practice,"Целостность объекта / Оборудования, Наряд-допуск / Оценка риска",Провел наблюдение. Предложении нет,Доложил начальнику участка,Доложил начальнику участка,Доложил начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Целостность объекта / Оборудования, Наряд-допуск / Оценка риска | Организация: ТОО ""Дикая Ромашка"" | Последствия или преимущества: Провел наблюдение. Предложении нет | Меры: Доложил начальнику участка | Остановка работ: False | Поощрение хорошей практики: Доложил начальнику участка | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Доложил начальнику участка | Опасность устранена: True",0,1,1,1,1
,4401,2025-09-15 15:00:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Садовый Гиацинт""",,,Магнолиев Виолан Лилиевич,Опасный фактор,danger_factor,Целостность объекта / Оборудования,Қазан асты шіріген ылғалданып тұр,Құбыр желісі жоғарғы қысымда тұрғандықтан кез келген уақытта адам өміріне қауіп төндіреді,Шеберге айтылды,Шеберге айтылды,0,1,1,0,"Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Садовый Гиацинт"" | Последствия или преимущества: Қазан асты шіріген ылғалданып тұр | Меры: Құбыр желісі жоғарғы қысымда тұрғандықтан кез келген уақытта адам өміріне қауіп төндіреді | Остановка работ: False | Поощрение хорошей практики: Шеберге айтылды | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге айтылды | Опасность устранена: False",1,0,1,1,1
,4367,2025-09-15 15:00:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Сакура Плюс""",,,Астров Камелий Астрович,Опасный фактор,danger_factor,Электрооборудование,Заменит и заземление место соединение,"Плохое состояние бронерукав на приборов КИПиА печей ПТ-2,5",Заменит и заземление место соединение,ЦКНА №4 зам начальник,0,1,1,1,"Тип наблюдения: Опасный фактор | Категория: Электрооборудование | Организация: ТОО ""Сакура Плюс"" | Последствия или преимущества: Заменит и заземление место соединение | Меры: Плохое состояние бронерукав на приборов КИПиА печей ПТ-2,5 | Остановка работ: False | Поощрение хорошей практики: Заменит и заземление место соединение | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ЦКНА №4 зам начальник | Опасность устранена: True",1,0,1,1,1
,4867,2025-09-15 15:02:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Золотая Лилия""",,,Азалиев Сакур Азалиевич,Небезопасное условие,unsafe_condition,Машины и оборудование,Скважина зерттеуге ДН (Датчик накладной) сыймайды,А0ауды жою арқылы ЖАЖ ішін зерттеу ұсынылды.,ЦДНГ-9 геологы мен шеберіне хабарланды.,ЦДНГ-9 геологы мен шеберіне хабарланды.,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Машины и оборудование | Организация: ТОО ""Золотая Лилия"" | Последствия или преимущества: Скважина зерттеуге ДН (Датчик накладной) сыймайды | Меры: А0ауды жою арқылы ЖАЖ ішін зерттеу ұсынылды. | Остановка работ: True | Поощрение хорошей практики: ЦДНГ-9 геологы мен шеберіне хабарланды. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ЦДНГ-9 геологы мен шеберіне хабарланды. | Опасность устранена: True",1,0,1,1,1
,4094,2025-09-15 15:20:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Весенний Букет""",,,Георгинов Мелисс Георгинович,Хорошая практика,good_practice,Вывешивание плакатов,Ілінбеген плакат,назарға алынды,ПБ бөлімі А/Т 1,ПБ бастығына ескертілді,1,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вывешивание плакатов | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Ілінбеген плакат | Меры: назарға алынды | Остановка работ: True | Поощрение хорошей практики: ПБ бөлімі А/Т 1 | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ПБ бастығына ескертілді | Опасность устранена: True",0,1,1,1,1
,4394,2025-09-15 15:30:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Полевой Клевер""",,,Вербенов Маргарит Магнолиевич,Небезопасное условие,unsafe_condition,Машины и оборудование,Насос ЦНС №2 ограждениясы сынып тұр./Обход кезінде мұқиат қарау керек.,Механик ескертілді. Кемшілік жойылды.,Нет данных,Механик ЦППН Карсак Дарбаев Р.,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Машины и оборудование | Организация: ТОО ""Полевой Клевер"" | Последствия или преимущества: Насос ЦНС №2 ограждениясы сынып тұр./Обход кезінде мұқиат қарау керек. | Меры: Механик ескертілді. Кемшілік жойылды. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Механик ЦППН Карсак Дарбаев Р. | Опасность устранена: True",1,0,1,1,1
,4435,2025-09-15 15:33:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Янтарная Хризантема""",,,Фиалков Пион Фиалкович,Небезопасное действие,unsafe_action,Монтажные и грузоподъемные работы,Қсауіпсіздік сақтау,Жұмыс тоқтатылды.,Қауіпсіздік белдігін тағу талап етілді.,Жауптыға айтылды.,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Монтажные и грузоподъемные работы | Организация: ТОО ""Янтарная Хризантема"" | Последствия или преимущества: Қсауіпсіздік сақтау | Меры: Жұмыс тоқтатылды. | Остановка работ: True | Поощрение хорошей практики: Қауіпсіздік белдігін тағу талап етілді. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Жауптыға айтылды. | Опасность устранена: True",1,0,1,1,1
,4366,2025-09-15 15:51:00,2025-09-15,2025.0,9.0,15.0,15.0,0.0,0,"ТОО ""Алая Гвоздика""",,,Лотосов Лаврентий Розанович,Небезопасное действие,unsafe_action,Аварийное реагирование / Готовность к ЧС,"На 10 этаже здания КМТФ у выхода на лестничную площадку, она же и является аварийным выходом по ступенькам вниз в случае ЧС загромождена шкафом, что является нарушением. (Аварийные выходы не должны создавать препятствие). Прошу освободить проход, а также провести доп инструктаж как сотрудникам компании, так и подрядной компаний, которая поставила шкаф у прохода.",Доложил ОТООС и АХО,Н/а,"ОТООС, АХО",0,1,1,0,"Тип наблюдения: Небезопасное действие | Категория: Аварийное реагирование / Готовность к ЧС | Организация: ТОО ""Алая Гвоздика"" | Последствия или преимущества: На 10 этаже здания КМТФ у выхода на лестничную площадку, она же и является аварийным выходом по ступенькам вниз в случае ЧС загромождена шкафом, что является нарушением. (Аварийные выходы не должны создавать препятствие). Прошу освободить проход, а также провести доп инструктаж как сотрудникам компании, так и подрядной компаний, которая поставила шкаф у прохода. | Меры: Доложил ОТООС и АХО | Остановка работ: False | Поощрение хорошей практики: Н/а | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ОТООС, АХО | Опасность устранена: False",1,0,1,1,1
,4403,2025-09-15 16:00:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Ароматный Мирт""",,,Сакуров Магнолий Орхидеевич,Опасный фактор,danger_factor,Целостность объекта / Оборудования,Су құбыры бойында,Су құбыры шіріп тұр қысымда тұрғандықтан кез келген уақытта адам өміріне қауіп төндіруде,Шеберге айтылды,Шеберге айтылды,0,1,1,0,"Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Ароматный Мирт"" | Последствия или преимущества: Су құбыры бойында | Меры: Су құбыры шіріп тұр қысымда тұрғандықтан кез келген уақытта адам өміріне қауіп төндіруде | Остановка работ: False | Поощрение хорошей практики: Шеберге айтылды | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге айтылды | Опасность устранена: False",1,0,1,1,1
,5269,2025-09-15 16:00:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Ночная Лаванда""",,,Сакуров Орхидей Хризантемович,Небезопасное условие,unsafe_condition,СИЗ / Средства по обеспечению безопасности,"Шумном пространстве не применяет зашитные ""беруши"" для слуха","Работнику мною было проведено разъяснителная беседа по использование СИЗ ""берущи"" для надежной защиты органов слуха",Нет данных,Началнику цеха,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Ночная Лаванда"" | Последствия или преимущества: Шумном пространстве не применяет зашитные ""беруши"" для слуха | Меры: Работнику мною было проведено разъяснителная беседа по использование СИЗ ""берущи"" для надежной защиты органов слуха | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Началнику цеха | Опасность устранена: True",1,0,1,1,1
,4742,2025-09-15 16:00:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Пурпурный Ирис""",,,Астров Орхидей Астрович,Небезопасное действие,unsafe_action,Выполнение требований инструкций,Нет данных,Оператормен нұсқаулық талаптарын бойынша жұмыс жасау керектігі түсіндірілді.,Нұсқаулық талаптары түсіндірілді.,Цех бастығына.,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Выполнение требований инструкций | Организация: ТОО ""Пурпурный Ирис"" | Последствия или преимущества: Нет данных | Меры: Оператормен нұсқаулық талаптарын бойынша жұмыс жасау керектігі түсіндірілді. | Остановка работ: True | Поощрение хорошей практики: Нұсқаулық талаптары түсіндірілді. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Цех бастығына. | Опасность устранена: True",1,0,1,1,1
,4717,2025-09-15 16:20:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Гармония Лилий""",,,Тюльпанов Флорен Хризантемович,Небезопасное действие,unsafe_action,"Поддержание чистоты и порядка, Охрана окружающей среды, Проскальзывание / Спотыкание / Падение","№18 бригадасы ТҚ-1, ұңғы-3491. Қабылдау шанасының айналасы өте лас майлаңқы тоопырақтан",Ұйғарымдама толтырылды бригада шеберіне,Тиісті қызметкерлерге ескертілді,СКжЖАЖЦ бастығына,0,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Поддержание чистоты и порядка, Охрана окружающей среды, Проскальзывание / Спотыкание / Падение | Организация: ТОО ""Гармония Лилий"" | Последствия или преимущества: №18 бригадасы ТҚ-1, ұңғы-3491. Қабылдау шанасының айналасы өте лас майлаңқы тоопырақтан | Меры: Ұйғарымдама толтырылды бригада шеберіне | Остановка работ: False | Поощрение хорошей практики: Тиісті қызметкерлерге ескертілді | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: СКжЖАЖЦ бастығына | Опасность устранена: True",1,0,1,1,1
,5072,2025-09-15 16:21:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Южная Магнолия""",,,Жасминов Магнолий Фиалкович,Небезопасное действие,unsafe_action,СИЗ / Средства по обеспечению безопасности,Қауіпсіздік сақтау,жұмыс тоқтатылды.,Жеке қорғау құралдарын талапқа сай кию және ЖҚҚ қамтамасыз етілді.,Жауаптыға айтылды.,0,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Южная Магнолия"" | Последствия или преимущества: Қауіпсіздік сақтау | Меры: жұмыс тоқтатылды. | Остановка работ: False | Поощрение хорошей практики: Жеке қорғау құралдарын талапқа сай кию және ЖҚҚ қамтамасыз етілді. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Жауаптыға айтылды. | Опасность устранена: True",1,0,1,1,1
,4055,2025-09-15 16:30:00,2025-09-15,2025.0,9.0,15.0,16.0,0.0,0,"ТОО ""Звёздный Амариллис""",,,Ирисов Пион Фиалкович,Небезопасное поведение,unsafe_behavior,Работы на высоте / Строительные леса,Қауіпсіздік сақтау,Жұмыс тоқтатылды.,Баспалдақ дұрыс талапқа сай қойылды.,Жауаптыға айтылды.,1,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Работы на высоте / Строительные леса | Организация: ТОО ""Звёздный Амариллис"" | Последствия или преимущества: Қауіпсіздік сақтау | Меры: Жұмыс тоқтатылды. | Остановка работ: True | Поощрение хорошей практики: Баспалдақ дұрыс талапқа сай қойылды. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Жауаптыға айтылды. | Опасность устранена: True",1,0,1,1,1
,4881,2025-09-15 17:00:00,2025-09-15,2025.0,9.0,15.0,17.0,0.0,0,"ТОО ""Таёжный Жасмин""",,,Мелиссов Лилий Лавандович,Предложение (инициатива),other,Прочее,Необходимо установить дополнительное освещение либо заменить световые панели. В рабочей комнате не достаточно света для выполнения производственных операции.,Сообщила ответственному лицу. Подали заявку на замену светильников.,-,-,0,0,0,1,"Тип наблюдения: Предложение (инициатива) | Категория: Прочее | Организация: ТОО ""Таёжный Жасмин"" | Последствия или преимущества: Необходимо установить дополнительное освещение либо заменить световые панели. В рабочей комнате не достаточно света для выполнения производственных операции. | Меры: Сообщила ответственному лицу. Подали заявку на замену светильников. | Остановка работ: False | Поощрение хорошей практики: - | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: - | Опасность устранена: True",0,0,1,1,1
,4365,2025-09-15 18:09:00,2025-09-15,2025.0,9.0,15.0,18.0,0.0,0,"ТОО ""Ясный Василёк""",,,Лилиев Маргарит Нарциссович,Хорошая практика,good_practice,Вывешивание плакатов,Больше предупреждение плакатов,Нет данных,Нет данных,Нет данных,0,0,1,1,"Тип наблюдения: Хорошая практика | Категория: Вывешивание плакатов | Организация: ТОО ""Ясный Василёк"" | Последствия или преимущества: Больше предупреждение плакатов | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",0,1,1,1,1
,4395,2025-09-15 19:00:00,2025-09-15,2025.0,9.0,15.0,19.0,0.0,0,"ТОО ""Огненная Георгина""",,,Тюльпанов Георгин Орхидеевич,Предложение (инициатива),other,Санитарно-бытовые помещения,Қарсақ кен орнынында орыналасқан жұмысшылар жатаханасы №2 су жуынатын өте нашар жағдайда. Сары түсті дат боп жұреді. Жуынатын орындар ескерген. Көптен жұмысшылармен ТОО Мейралы жұмысшылар арасында қозғалып жұрген мселе./Су таза болу керек.,Жатахана менгерушісі ескертілді.,Нет данных,Комендант Санаева Т.,0,1,1,1,"Тип наблюдения: Предложение (инициатива) | Категория: Санитарно-бытовые помещения | Организация: ТОО ""Огненная Георгина"" | Последствия или преимущества: Қарсақ кен орнынында орыналасқан жұмысшылар жатаханасы №2 су жуынатын өте нашар жағдайда. Сары түсті дат боп жұреді. Жуынатын орындар ескерген. Көптен жұмысшылармен ТОО Мейралы жұмысшылар арасында қозғалып жұрген мселе./Су таза болу керек. | Меры: Жатахана менгерушісі ескертілді. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Комендант Санаева Т. | Опасность устранена: True",0,0,1,1,1
,4487,2025-09-15 19:15:00,2025-09-15,2025.0,9.0,15.0,19.0,0.0,0,"ТОО ""Нежная Фиалка""",,,Мелиссов Лилий Орхидеевич,Опасный фактор,danger_factor,"Монтажные и грузоподъемные работы, Электрооборудование, Выполнение требований инструкций, Наряд-допуск / Оценка риска",Работа с люльки автовышки в близи линии Эл передачи.,"Сделал замечание,провел беседу и инструктаж.",Нет данных,Ответственному руководителю и производителю работ по наряду допуску.,0,1,1,1,"Тип наблюдения: Опасный фактор | Категория: Монтажные и грузоподъемные работы, Электрооборудование, Выполнение требований инструкций, Наряд-допуск / Оценка риска | Организация: ТОО ""Нежная Фиалка"" | Последствия или преимущества: Работа с люльки автовышки в близи линии Эл передачи. | Меры: Сделал замечание,провел беседу и инструктаж. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ответственному руководителю и производителю работ по наряду допуску. | Опасность устранена: True",1,0,1,1,1
,4380,2025-09-15 19:20:00,2025-09-15,2025.0,9.0,15.0,19.0,0.0,0,"ТОО ""Северный Нарцисс""",,,Хризантемов Камелий Мелиссович,Опасный случай,other,"Транспортировка, Машины и оборудование, Взрыво- и пожароопасность",ҚАУІПСІЗІКТІ САҚТАУ,ЖҰМЫСТАР ТОҚТАТЫЛДЫ.,АНЫҚТАЛҒАН КЕМШІЛІКТЕРДІ ДЕРЕУ ЖОЙЫЛДЫ .,ЖАУАПТЫҒА АЙТЫЛДЫ.,1,1,1,1,"Тип наблюдения: Опасный случай | Категория: Транспортировка, Машины и оборудование, Взрыво- и пожароопасность | Организация: ТОО ""Северный Нарцисс"" | Последствия или преимущества: ҚАУІПСІЗІКТІ САҚТАУ | Меры: ЖҰМЫСТАР ТОҚТАТЫЛДЫ. | Остановка работ: True | Поощрение хорошей практики: АНЫҚТАЛҒАН КЕМШІЛІКТЕРДІ ДЕРЕУ ЖОЙЫЛДЫ . | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: ЖАУАПТЫҒА АЙТЫЛДЫ. | Опасность устранена: True",0,0,1,1,1
,5273,2025-09-15 20:10:00,2025-09-15,2025.0,9.0,15.0,20.0,0.0,0,"ТОО ""Степная Роза""",,,Георгинов Орхидей Камелиевич,Небезопасное условие,unsafe_condition,"Охрана окружающей среды, Поддержание чистоты и порядка",Майдан босаған ыдыстар жиналып қалған,Ескертілді,Нет данных,Цех бастығына,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Охрана окружающей среды, Поддержание чистоты и порядка | Организация: ТОО ""Степная Роза"" | Последствия или преимущества: Майдан босаған ыдыстар жиналып қалған | Меры: Ескертілді | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Цех бастығына | Опасность устранена: True",1,0,1,1,1
,4378,2025-09-15 20:12:00,2025-09-15,2025.0,9.0,15.0,20.0,0.0,0,"ТОО ""Голубая Гортензия""",,,Лотосов Лаврентий Ирисович,Небезопасное условие,unsafe_condition,Вывешивание плакатов,"№81н су айдау ұңғымасының құбырын жөндеу кезінде, қауыпты аймақ ескерту лентасымен қоршалмаған.","Шеберге ескертіп, қауыпты аймақ қоршалды.",Нет данных,Нет данных,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Вывешивание плакатов | Организация: ТОО ""Голубая Гортензия"" | Последствия или преимущества: №81н су айдау ұңғымасының құбырын жөндеу кезінде, қауыпты аймақ ескерту лентасымен қоршалмаған. | Меры: Шеберге ескертіп, қауыпты аймақ қоршалды. | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1,0,1,1,1
,4735,2025-09-15 20:23:00,2025-09-15,2025.0,9.0,15.0,20.0,0.0,0,"ТОО ""Флора Капитал""",,,Лилиев Магнолий Магнолиевич,Небезопасное поведение,unsafe_behavior,Прочее,Электр двигатель ауыстыру (вибрация),Электр двигатель ауыстырылды,Жұмысшыларға нұсқау өткізілді.,Шеберге хабарланды.,1,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Прочее | Организация: ТОО ""Флора Капитал"" | Последствия или преимущества: Электр двигатель ауыстыру (вибрация) | Меры: Электр двигатель ауыстырылды | Остановка работ: True | Поощрение хорошей практики: Жұмысшыларға нұсқау өткізілді. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге хабарланды. | Опасность устранена: True",1,0,1,1,1
,5250,2025-09-15 21:00:00,2025-09-15,2025.0,9.0,15.0,21.0,0.0,0,"ТОО ""Белая Роза""",,,Виолетов Лотос Нарциссович,Небезопасное действие,unsafe_action,"Поддержание чистоты и порядка, Охрана окружающей среды",Машинист жұмыс орында тазалық сақтамаған.,Түсіндіру жұмыстары жүргізілді.,Нет данных,начальнику а/к №2,0,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Поддержание чистоты и порядка, Охрана окружающей среды | Организация: ТОО ""Белая Роза"" | Последствия или преимущества: Машинист жұмыс орында тазалық сақтамаған. | Меры: Түсіндіру жұмыстары жүргізілді. | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: начальнику а/к №2 | Опасность устранена: True",1,0,1,1,1
,4405,2025-09-15 21:00:00,2025-09-15,2025.0,9.0,15.0,21.0,0.0,0,"ТОО ""Небесная Камелия""",,,Флоров Хризантем Нарциссович,Опасный фактор,danger_factor,Монтажные и грузоподъемные работы,ШСС-2А 6 сорап демонтаж кезінде жүк көтергіш техникамен сорапты көтеріп жатқан кезде ШСС-2а жөндеушісінде басында каска жоқ,ШСС-2А 6 сорап демонтаж кезінде жүк көтергіш техникамен сорапты көтеріп жатқан кезде ШСС-2а жөндеушісінде басында каска жоқ,Шеберіне айтылды,Шеберіне айтылды,0,1,1,1,"Тип наблюдения: Опасный фактор | Категория: Монтажные и грузоподъемные работы | Организация: ТОО ""Небесная Камелия"" | Последствия или преимущества: ШСС-2А 6 сорап демонтаж кезінде жүк көтергіш техникамен сорапты көтеріп жатқан кезде ШСС-2а жөндеушісінде басында каска жоқ | Меры: ШСС-2А 6 сорап демонтаж кезінде жүк көтергіш техникамен сорапты көтеріп жатқан кезде ШСС-2а жөндеушісінде басында каска жоқ | Остановка работ: False | Поощрение хорошей практики: Шеберіне айтылды | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберіне айтылды | Опасность устранена: True",1,0,1,1,1
,4368,2025-09-15 22:00:00,2025-09-15,2025.0,9.0,15.0,22.0,0.0,0,"ТОО ""Южная Магнолия""",,,Орхидеев Ирис Мелиссович,Хорошая практика,good_practice,Работы в замкнутом пространстве,"В целях безопасности и комфортного пребывания в тамбуре грузового лифта, предлагаю в рабочее время включать освещение в данном помещении на всех этажах офиса.",заполнена карта Коргау,заполнена карта Коргау,заполнена карта Коргау,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Работы в замкнутом пространстве | Организация: ТОО ""Южная Магнолия"" | Последствия или преимущества: В целях безопасности и комфортного пребывания в тамбуре грузового лифта, предлагаю в рабочее время включать освещение в данном помещении на всех этажах офиса. | Меры: заполнена карта Коргау | Остановка работ: False | Поощрение хорошей практики: заполнена карта Коргау | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: заполнена карта Коргау | Опасность устранена: False",0,1,1,1,1
,4384,2025-09-16 00:10:00,2025-09-16,2025.0,9.0,16.0,0.0,1.0,0,"ТОО ""Белоснежная Азалия""",,,Хризантемов Сакур Георгинович,Небезопасное условие,unsafe_condition,Опасные природные явления / Погодные условия,"Не безопасное вождение в сезонный период : заснеженность,перёметы, грязь и слякоть, солончак.",пишем служебные записки об данных на линии с фото и видео фиксацией начальнику смены,не предприняли,не посредственному руководителю в лице начальника смены,0,1,1,0,"Тип наблюдения: Небезопасное условие | Категория: Опасные природные явления / Погодные условия | Организация: ТОО ""Белоснежная Азалия"" | Последствия или преимущества: Не безопасное вождение в сезонный период : заснеженность,перёметы, грязь и слякоть, солончак. | Меры: пишем служебные записки об данных на линии с фото и видео фиксацией начальнику смены | Остановка работ: False | Поощрение хорошей практики: не предприняли | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: не посредственному руководителю в лице начальника смены | Опасность устранена: False",1,0,1,1,1
,8455,2025-09-16 03:00:00,2025-09-16,2025.0,9.0,16.0,3.0,1.0,0,"ТОО ""Нежная Фиалка""",,,Орхидеев Магнолий Георгинович,Хорошая практика,good_practice,Поддержание чистоты и порядка,Уборка сухой скошенной травы,"Собрали, убрали скошенную траву",нет,нач участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Поддержание чистоты и порядка | Организация: ТОО ""Нежная Фиалка"" | Последствия или преимущества: Уборка сухой скошенной травы | Меры: Собрали, убрали скошенную траву | Остановка работ: False | Поощрение хорошей практики: нет | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: нач участка | Опасность устранена: True",0,1,1,1,1
,4370,2025-09-16 13:25:00,2025-09-16,2025.0,9.0,16.0,13.0,1.0,0,"ТОО ""Полевая Незабудка""",,,Жасминов Тюльпан Астрович,Небезопасное поведение,unsafe_behavior,Вождение,Замечаний нет,Замечании нет,Проведена беседа,Не посредственному руководителю,0,1,1,0,"Тип наблюдения: Небезопасное поведение | Категория: Вождение | Организация: ТОО ""Полевая Незабудка"" | Последствия или преимущества: Замечаний нет | Меры: Замечании нет | Остановка работ: False | Поощрение хорошей практики: Проведена беседа | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Не посредственному руководителю | Опасность устранена: False",1,0,1,1,1
